HGNC.ID	ENSG	Symbol
HGNC:30311	ENSG00000170786	SDR16C5
HGNC:30311	ENSG00000170786	RDHE2
HGNC:30311	ENSG00000170786	RDH-E2
HGNC:30311	ENSG00000170786	EPHD-2
HGNC:35413	ENSG00000253542	SDR16C6P
HGNC:35413	ENSG00000253542	SDR16C6
HGNC:20275	ENSG00000100445	SDR39U1
HGNC:20275	ENSG00000100445	C14orf124
HGNC:20275	ENSG00000100445	HCDI
HGNC:29834	ENSG00000184860	SDR42E1
HGNC:29834	ENSG00000184860	HSPC105
HGNC:50378	ENSG00000273994	SDR42E1P1
HGNC:51833	ENSG00000277213	SDR42E1P2
HGNC:51834	ENSG00000234276	SDR42E1P3
HGNC:51835	ENSG00000273849	SDR42E1P4
HGNC:51832	ENSG00000236785	SDR42E1P5
HGNC:35414	ENSG00000183921	SDR42E2
HGNC:10691	ENSG00000135094	SDS
HGNC:10691	ENSG00000135094	SDH
HGNC:30404	ENSG00000139410	SDSL
HGNC:30404	ENSG00000139410	SDS-RS1
HGNC:30404	ENSG00000139410	cSDH
HGNC:10692		SDU
HGNC:10693		SDYS
HGNC:10694		SE
HGNC:10695		SEA
HGNC:32942	ENSG00000274529	SEBOX
HGNC:32942	ENSG00000274529	OG9
HGNC:32942	ENSG00000274529	OG9X
HGNC:44149	ENSG00000232871	SEC1P
HGNC:17718	ENSG00000140612	SEC11A
HGNC:17718	ENSG00000140612	SEC11L1
HGNC:17718	ENSG00000140612	SPC18
HGNC:17718	ENSG00000140612	sid2895
HGNC:17718	ENSG00000140612	SPCS4A
HGNC:31884	ENSG00000226098	SEC11B
HGNC:31884	ENSG00000226098	SEC11L2
HGNC:31884	ENSG00000226098	SPCS4B
HGNC:23400	ENSG00000166562	SEC11C
HGNC:23400	ENSG00000166562	SEC11L3
HGNC:23400	ENSG00000166562	SPC21
HGNC:23400	ENSG00000166562	SPCS4C
HGNC:10697	ENSG00000157020	SEC13
HGNC:10697	ENSG00000157020	D3S1231E
HGNC:10697	ENSG00000157020	SEC13L1
HGNC:10697	ENSG00000157020	SEC13R
HGNC:10697	ENSG00000157020	npp-20
HGNC:44529	ENSG00000223899	SEC13P1
HGNC:10698	ENSG00000129657	SEC14L1
HGNC:10698	ENSG00000129657	SEC14L
HGNC:10698	ENSG00000129657	PRELID4A
HGNC:44189	ENSG00000213693	SEC14L1P1
HGNC:10699	ENSG00000100003	SEC14L2
HGNC:10699	ENSG00000100003	C22orf6
HGNC:10699	ENSG00000100003	TAP
HGNC:10699	ENSG00000100003	SPF
HGNC:10699	ENSG00000100003	KIAA1186
HGNC:10699	ENSG00000100003	KIAA1658
HGNC:10699	ENSG00000100003	TAP1
HGNC:18655	ENSG00000100012	SEC14L3
HGNC:18655	ENSG00000100012	TAP2
HGNC:20627	ENSG00000133488	SEC14L4
HGNC:20627	ENSG00000133488	TAP3
HGNC:20627	ENSG00000133488	dJ130H16.5
HGNC:29032	ENSG00000103184	SEC14L5
HGNC:29032	ENSG00000103184	KIAA0420
HGNC:29032	ENSG00000103184	PRELID4B
HGNC:40047	ENSG00000214491	SEC14L6
HGNC:29006	ENSG00000148396	SEC16A
HGNC:29006	ENSG00000148396	KIAA0310
HGNC:29006	ENSG00000148396	p250
HGNC:29006	ENSG00000148396	Sec16L
HGNC:30301	ENSG00000120341	SEC16B
HGNC:30301	ENSG00000120341	LZTR2
HGNC:30301	ENSG00000120341	RGPR
HGNC:30301	ENSG00000120341	PGPR-p117
HGNC:30301	ENSG00000120341	Sec16S
HGNC:20260	ENSG00000121542	SEC22A
HGNC:20260	ENSG00000121542	SEC22L2
HGNC:10700	ENSG00000265808	SEC22B
HGNC:10700	ENSG00000265808	SEC22L1
HGNC:10700	ENSG00000265808	ERS-24
HGNC:53890	ENSG00000274423	SEC22B2P
HGNC:53890	ENSG00000274423	SEC22B2
HGNC:53891	ENSG00000275140	SEC22B3P
HGNC:53891	ENSG00000275140	SEC22B3
HGNC:53892	ENSG00000277406	SEC22B4P
HGNC:16828	ENSG00000093183	SEC22C
HGNC:16828	ENSG00000093183	SEC22L3
HGNC:16828	ENSG00000093183	MGC13261
HGNC:16828	ENSG00000093183	MGC5373
HGNC:10701	ENSG00000100934	SEC23A
HGNC:53213	ENSG00000258651	SEC23A-AS1
HGNC:10702	ENSG00000101310	SEC23B
HGNC:10702	ENSG00000101310	CDAN2
HGNC:10702	ENSG00000101310	CDA-II
HGNC:10702	ENSG00000101310	CDAII
HGNC:10702	ENSG00000101310	HEMPAS
HGNC:17018	ENSG00000107651	SEC23IP
HGNC:17018	ENSG00000107651	p125
HGNC:17018	ENSG00000107651	iPLA1β
HGNC:10703	ENSG00000113615	SEC24A
HGNC:53767	ENSG00000267361	SEC24AP1
HGNC:10704	ENSG00000138802	SEC24B
HGNC:44003	ENSG00000247950	SEC24B-AS1
HGNC:44003	ENSG00000247950	1/2-SBSRNA4
HGNC:10705	ENSG00000176986	SEC24C
HGNC:10705	ENSG00000176986	KIAA0079
HGNC:10706	ENSG00000150961	SEC24D
HGNC:10706	ENSG00000150961	KIAA0755
HGNC:17052	ENSG00000138674	SEC31A
HGNC:17052	ENSG00000138674	SEC31L1
HGNC:17052	ENSG00000138674	KIAA0905
HGNC:17052	ENSG00000138674	ABP125
HGNC:17052	ENSG00000138674	ABP130
HGNC:23197	ENSG00000075826	SEC31B
HGNC:23197	ENSG00000075826	SEC31L2
HGNC:23197	ENSG00000075826	SEC31B-1
HGNC:23197	ENSG00000075826	DKFZP434M183
HGNC:18276	ENSG00000058262	SEC61A1
HGNC:17702	ENSG00000065665	SEC61A2
HGNC:17702	ENSG00000065665	FLJ10578
HGNC:16993	ENSG00000106803	SEC61B
HGNC:18277	ENSG00000132432	SEC61G
HGNC:18277	ENSG00000132432	SSS1
HGNC:40835	ENSG00000234707	SEC61G-DT
HGNC:54783	ENSG00000224219	SEC61GP1
HGNC:11846	ENSG00000008952	SEC62
HGNC:11846	ENSG00000008952	TLOC1
HGNC:11846	ENSG00000008952	Dtrp1
HGNC:11846	ENSG00000008952	HTP1
HGNC:40586	ENSG00000240373	SEC62-AS1
HGNC:21082	ENSG00000025796	SEC63
HGNC:21082	ENSG00000025796	SEC63L
HGNC:21082	ENSG00000025796	PRO2507
HGNC:21082	ENSG00000025796	ERdj2
HGNC:21082	ENSG00000025796	DNAJC23
HGNC:24747		SEC63D1
HGNC:24747		FLJ36760
HGNC:41953	ENSG00000228057	SEC63P1
HGNC:41954	ENSG00000250416	SEC63P2
HGNC:30972	ENSG00000187742	SECISBP2
HGNC:30972	ENSG00000187742	SBP2
HGNC:28997	ENSG00000138593	SECISBP2L
HGNC:28997	ENSG00000138593	KIAA0256
HGNC:10707	ENSG00000141574	SECTM1
HGNC:10707	ENSG00000141574	K12
HGNC:10708		SEDC
HGNC:10709		SEDL
HGNC:30379	ENSG00000085415	SEH1L
HGNC:30379	ENSG00000085415	SEH1A
HGNC:30379	ENSG00000085415	SEH1B
HGNC:30379	ENSG00000085415	Seh1
HGNC:30379	ENSG00000085415	SEC13L
HGNC:10717	ENSG00000071537	SEL1L
HGNC:10717	ENSG00000071537	IBD2
HGNC:10717	ENSG00000071537	SEL1L1
HGNC:10717	ENSG00000071537	Hrd3
HGNC:15897	ENSG00000101251	SEL1L2
HGNC:15897	ENSG00000101251	C20orf50
HGNC:15897	ENSG00000101251	DKFZp434C1826
HGNC:29108	ENSG00000091490	SEL1L3
HGNC:29108	ENSG00000091490	KIAA0746
HGNC:10718	ENSG00000007908	SELE
HGNC:10718	ENSG00000007908	ELAM1
HGNC:10718	ENSG00000007908	ELAM
HGNC:10718	ENSG00000007908	ESEL
HGNC:10718	ENSG00000007908	CD62E
HGNC:10719	ENSG00000143416	SELENBP1
HGNC:10719	ENSG00000143416	hSP56
HGNC:10719	ENSG00000143416	hSBP
HGNC:10719	ENSG00000143416	LPSB
HGNC:17705	ENSG00000183291	SELENOF
HGNC:17705	ENSG00000183291	SEP15
HGNC:18251	ENSG00000211450	SELENOH
HGNC:18251	ENSG00000211450	C11orf31
HGNC:18251	ENSG00000211450	SELH
HGNC:29361	ENSG00000138018	SELENOI
HGNC:29361	ENSG00000138018	EPT1
HGNC:29361	ENSG00000138018	KIAA1724
HGNC:29361	ENSG00000138018	SELI
HGNC:29361	ENSG00000138018	SEPI
HGNC:30394	ENSG00000113811	SELENOK
HGNC:30394	ENSG00000113811	SELK
HGNC:53724	ENSG00000267319	SELENOKP1
HGNC:53725	ENSG00000219532	SELENOKP2
HGNC:53726	ENSG00000225549	SELENOKP3
HGNC:30397	ENSG00000198832	SELENOM
HGNC:30397	ENSG00000198832	SELM
HGNC:30397	ENSG00000198832	SEPM
HGNC:15999	ENSG00000162430	SELENON
HGNC:15999	ENSG00000162430	RSMD1
HGNC:15999	ENSG00000162430	MDRS1
HGNC:15999	ENSG00000162430	SEPN1
HGNC:15999	ENSG00000162430	SELN
HGNC:15999	ENSG00000162430	RSS
HGNC:30395	ENSG00000073169	SELENOO
HGNC:30395	ENSG00000073169	SELO
HGNC:53787	ENSG00000227932	SELENOOLP
HGNC:10751	ENSG00000250722	SELENOP
HGNC:10751	ENSG00000250722	SEPP1
HGNC:10751	ENSG00000250722	SeP
HGNC:10751	ENSG00000250722	SELP
HGNC:10751	ENSG00000250722	SEPP
HGNC:30396	ENSG00000131871	SELENOS
HGNC:30396	ENSG00000131871	VIMP
HGNC:30396	ENSG00000131871	SELS
HGNC:30396	ENSG00000131871	MGC2553
HGNC:30396	ENSG00000131871	SBBI8
HGNC:30396	ENSG00000131871	AD-015
HGNC:30396	ENSG00000131871	SEPS1
HGNC:18136	ENSG00000198843	SELENOT
HGNC:18136	ENSG00000198843	SELT
HGNC:53722	ENSG00000233846	SELENOTP1
HGNC:53723	ENSG00000271585	SELENOTP2
HGNC:30399	ENSG00000186838	SELENOV
HGNC:30399	ENSG00000186838	SELV
HGNC:10752	ENSG00000178980	SELENOW
HGNC:10752	ENSG00000178980	SEPW1
HGNC:10752	ENSG00000178980	SELW
HGNC:10753	ENSG00000215900	SELENOWP1
HGNC:10753	ENSG00000215900	SEPW1P
HGNC:10720	ENSG00000188404	SELL
HGNC:10720	ENSG00000188404	LYAM1
HGNC:10720	ENSG00000188404	LNHR
HGNC:10720	ENSG00000188404	LSEL
HGNC:10720	ENSG00000188404	LAM1
HGNC:10720	ENSG00000188404	LAM-1
HGNC:10720	ENSG00000188404	hLHRc
HGNC:10720	ENSG00000188404	Leu-8
HGNC:10720	ENSG00000188404	Lyam-1
HGNC:10720	ENSG00000188404	PLNHR
HGNC:10720	ENSG00000188404	CD62L
HGNC:10721	ENSG00000174175	SELP
HGNC:10721	ENSG00000174175	GRMP
HGNC:10721	ENSG00000174175	CD62
HGNC:10721	ENSG00000174175	PSEL
HGNC:10721	ENSG00000174175	PADGEM
HGNC:10721	ENSG00000174175	GMP140
HGNC:10721	ENSG00000174175	CD62P
HGNC:10722	ENSG00000110876	SELPLG
HGNC:10722	ENSG00000110876	PSGL-1
HGNC:10722	ENSG00000110876	CD162
HGNC:10845	ENSG00000127922	SEM1
HGNC:10845	ENSG00000127922	SHFD1
HGNC:10845	ENSG00000127922	SHFM1
HGNC:10845	ENSG00000127922	C7orf76
HGNC:10845	ENSG00000127922	DSS1
HGNC:10845	ENSG00000127922	Shfdg1
HGNC:10845	ENSG00000127922	ECD
HGNC:10845	ENSG00000127922	SHSF1
HGNC:10845	ENSG00000127922	FLJ42280
HGNC:10845	ENSG00000127922	PSMD15
HGNC:24454	ENSG00000214857	SEM1P1
HGNC:24454	ENSG00000214857	SHFM1P
HGNC:24454	ENSG00000214857	SHFM1P1
HGNC:24454	ENSG00000214857	DSS1P1
HGNC:10723	ENSG00000075213	SEMA3A
HGNC:10723	ENSG00000075213	SEMAD
HGNC:10723	ENSG00000075213	SEMA1
HGNC:10723	ENSG00000075213	SemD
HGNC:10723	ENSG00000075213	coll-1
HGNC:10723	ENSG00000075213	Hsema-I
HGNC:10724	ENSG00000012171	SEMA3B
HGNC:10724	ENSG00000012171	SEMAA
HGNC:10724	ENSG00000012171	SemA
HGNC:10724	ENSG00000012171	semaV
HGNC:10724	ENSG00000012171	LUCA-1
HGNC:10724	ENSG00000012171	sema5
HGNC:49096	ENSG00000232352	SEMA3B-AS1
HGNC:10725	ENSG00000075223	SEMA3C
HGNC:10725	ENSG00000075223	SEMAE
HGNC:10725	ENSG00000075223	SemE
HGNC:10726	ENSG00000153993	SEMA3D
HGNC:10726	ENSG00000153993	coll-2
HGNC:10726	ENSG00000153993	Sema-Z2
HGNC:10727	ENSG00000170381	SEMA3E
HGNC:10727	ENSG00000170381	SEMAH
HGNC:10727	ENSG00000170381	M-SemaK
HGNC:10727	ENSG00000170381	KIAA0331
HGNC:10727	ENSG00000170381	coll-5
HGNC:10728	ENSG00000001617	SEMA3F
HGNC:10728	ENSG00000001617	SEMAK
HGNC:10728	ENSG00000001617	Sema4
HGNC:40518	ENSG00000235016	SEMA3F-AS1
HGNC:40518	ENSG00000235016	RBM5-AS1
HGNC:30400	ENSG00000010319	SEMA3G
HGNC:30400	ENSG00000010319	FLJ00014
HGNC:30400	ENSG00000010319	sem2
HGNC:10729	ENSG00000196189	SEMA4A
HGNC:10729	ENSG00000196189	SEMAB
HGNC:10729	ENSG00000196189	SemB
HGNC:10729	ENSG00000196189	FLJ12287
HGNC:10729	ENSG00000196189	CORD10
HGNC:10730	ENSG00000185033	SEMA4B
HGNC:10730	ENSG00000185033	SEMAC
HGNC:10730	ENSG00000185033	SemC
HGNC:10730	ENSG00000185033	KIAA1745
HGNC:10730	ENSG00000185033	MGC131831
HGNC:10731	ENSG00000168758	SEMA4C
HGNC:10731	ENSG00000168758	SEMAI
HGNC:10731	ENSG00000168758	Semacl1
HGNC:10731	ENSG00000168758	Semaf
HGNC:10732	ENSG00000187764	SEMA4D
HGNC:10732	ENSG00000187764	SEMAJ
HGNC:10732	ENSG00000187764	C9orf164
HGNC:10732	ENSG00000187764	CD100
HGNC:10732	ENSG00000187764	coll-4
HGNC:10732	ENSG00000187764	FLJ39737
HGNC:10734	ENSG00000135622	SEMA4F
HGNC:10734	ENSG00000135622	SEMAM
HGNC:10734	ENSG00000135622	SEMAW
HGNC:10735	ENSG00000095539	SEMA4G
HGNC:10735	ENSG00000095539	FLJ20590
HGNC:10735	ENSG00000095539	KIAA1619
HGNC:10736	ENSG00000112902	SEMA5A
HGNC:10736	ENSG00000112902	SEMAF
HGNC:10736	ENSG00000112902	semF
HGNC:52973	ENSG00000251370	SEMA5A-AS1
HGNC:10737	ENSG00000082684	SEMA5B
HGNC:10737	ENSG00000082684	SEMAG
HGNC:10737	ENSG00000082684	SemG
HGNC:10737	ENSG00000082684	KIAA1445
HGNC:10737	ENSG00000082684	FLJ10372
HGNC:10738	ENSG00000092421	SEMA6A
HGNC:10738	ENSG00000092421	SEMAQ
HGNC:10738	ENSG00000092421	KIAA1368
HGNC:10738	ENSG00000092421	SEMA6A1
HGNC:10738	ENSG00000092421	SEMA
HGNC:10738	ENSG00000092421	HT018
HGNC:51110	ENSG00000248445	SEMA6A-AS1
HGNC:52754	ENSG00000249167	SEMA6A-AS2
HGNC:10739	ENSG00000167680	SEMA6B
HGNC:10739	ENSG00000167680	SEMAN
HGNC:10739	ENSG00000167680	semaZ
HGNC:10739	ENSG00000167680	SEMA-VIB
HGNC:10739	ENSG00000167680	SEM-SEMA-Y
HGNC:10740	ENSG00000143434	SEMA6C
HGNC:10740	ENSG00000143434	KIAA1869
HGNC:16770	ENSG00000137872	SEMA6D
HGNC:16770	ENSG00000137872	KIAA1479
HGNC:16770	ENSG00000137872	FLJ11598
HGNC:10741	ENSG00000138623	SEMA7A
HGNC:10741	ENSG00000138623	SEMAL
HGNC:10741	ENSG00000138623	H-Sema-L
HGNC:10741	ENSG00000138623	CD108
HGNC:10742	ENSG00000124233	SEMG1
HGNC:10742	ENSG00000124233	SEMG
HGNC:10742	ENSG00000124233	CT103
HGNC:10743	ENSG00000124157	SEMG2
HGNC:10743	ENSG00000124157	SGII
HGNC:10744		SEN1
HGNC:10744		SEN
HGNC:10745		SEN2
HGNC:10746		SEN3
HGNC:10747		SEN6
HGNC:10748		SEN6A
HGNC:10749		SEN6B
HGNC:44177	ENSG00000254703	SENCR
HGNC:44177	ENSG00000254703	FLI1-AS1
HGNC:17927	ENSG00000079387	SENP1
HGNC:23116	ENSG00000163904	SENP2
HGNC:23116	ENSG00000163904	SMT3IP2
HGNC:23116	ENSG00000163904	KIAA1331
HGNC:23116	ENSG00000163904	DKFZp762A2316
HGNC:23116	ENSG00000163904	AXAM2
HGNC:17862	ENSG00000161956	SENP3
HGNC:17862	ENSG00000161956	DKFZP586K0919
HGNC:17862	ENSG00000161956	SSP3
HGNC:17862	ENSG00000161956	DKFZp762A152
HGNC:17862	ENSG00000161956	SMT3IP1
HGNC:17862	ENSG00000161956	Ulp1
HGNC:49182	ENSG00000277957	SENP3-EIF4A1
HGNC:28407	ENSG00000119231	SENP5
HGNC:28407	ENSG00000119231	MGC27076
HGNC:20944	ENSG00000112701	SENP6
HGNC:20944	ENSG00000112701	SUSP1
HGNC:20944	ENSG00000112701	KIAA0797
HGNC:30402	ENSG00000138468	SENP7
HGNC:22992	ENSG00000166192	SENP8
HGNC:22992	ENSG00000166192	PRSC2
HGNC:22992	ENSG00000166192	NEDP1
HGNC:22992	ENSG00000166192	DEN1
HGNC:22992	ENSG00000166192	HsT17512
HGNC:19685	ENSG00000086475	SEPHS1
HGNC:19685	ENSG00000086475	SPS
HGNC:19685	ENSG00000086475	SPS1
HGNC:42161	ENSG00000182722	SEPHS1P1
HGNC:42162	ENSG00000258787	SEPHS1P2
HGNC:42163		SEPHS1P3
HGNC:42169	ENSG00000230146	SEPHS1P4
HGNC:42168	ENSG00000213938	SEPHS1P6
HGNC:42167	ENSG00000231926	SEPHS1P7
HGNC:19686	ENSG00000179918	SEPHS2
HGNC:19686	ENSG00000179918	SPS2
HGNC:19686	ENSG00000179918	SPS2b
HGNC:42165	ENSG00000250247	SEPHS2P1
HGNC:42165	ENSG00000250247	SEPHS1P5
HGNC:30605	ENSG00000109618	SEPSECS
HGNC:30605	ENSG00000109618	SLA/LP
HGNC:30605	ENSG00000109618	SLA
HGNC:27737	ENSG00000281501	SEPSECS-AS1
HGNC:2879	ENSG00000180096	SEPTIN1
HGNC:2879	ENSG00000180096	DIFF6
HGNC:2879	ENSG00000180096	SEPT1
HGNC:2879	ENSG00000180096	PNUTL3
HGNC:7729	ENSG00000168385	SEPTIN2
HGNC:7729	ENSG00000168385	DIFF6
HGNC:7729	ENSG00000168385	NEDD5
HGNC:7729	ENSG00000168385	SEPT2
HGNC:7729	ENSG00000168385	KIAA0158
HGNC:7729	ENSG00000168385	hNedd5
HGNC:7729	ENSG00000168385	Pnutl3
HGNC:40017	ENSG00000227850	SEPTIN2P1
HGNC:40017	ENSG00000227850	SEPT2P1
HGNC:10750	ENSG00000100167	SEPTIN3
HGNC:10750	ENSG00000100167	SEP3
HGNC:10750	ENSG00000100167	SEPT3
HGNC:9165	ENSG00000108387	SEPTIN4
HGNC:9165	ENSG00000108387	PNUTL2
HGNC:9165	ENSG00000108387	C17orf47
HGNC:9165	ENSG00000108387	SEPT4
HGNC:9165	ENSG00000108387	H5
HGNC:9165	ENSG00000108387	CE5B3
HGNC:9165	ENSG00000108387	hucep-7
HGNC:9165	ENSG00000108387	ARTS
HGNC:9165	ENSG00000108387	hCDCREL-2
HGNC:9165	ENSG00000108387	MART
HGNC:9165	ENSG00000108387	FLJ40121
HGNC:51345	ENSG00000264672	SEPTIN4-AS1
HGNC:51345	ENSG00000264672	SEPT4-AS1
HGNC:9164	ENSG00000184702	SEPTIN5
HGNC:9164	ENSG00000184702	PNUTL1
HGNC:9164	ENSG00000184702	SEPT5
HGNC:9164	ENSG00000184702	HCDCREL-1
HGNC:9164	ENSG00000184702	H5
HGNC:15848	ENSG00000125354	SEPTIN6
HGNC:15848	ENSG00000125354	SEPT6
HGNC:15848	ENSG00000125354	KIAA0128
HGNC:15848	ENSG00000125354	SEP2
HGNC:15848	ENSG00000125354	SEPT2
HGNC:15848	ENSG00000125354	MGC16619
HGNC:15848	ENSG00000125354	MGC20339
HGNC:1717	ENSG00000122545	SEPTIN7
HGNC:1717	ENSG00000122545	CDC10
HGNC:1717	ENSG00000122545	SEPT7
HGNC:1717	ENSG00000122545	CDC3
HGNC:1717	ENSG00000122545	SEPT7A
HGNC:51153	ENSG00000228878	SEPTIN7-DT
HGNC:51153	ENSG00000228878	SEPT7-AS1
HGNC:51153	ENSG00000228878	SEPTIN7-AS1
HGNC:19926	ENSG00000259090	SEPTIN7P1
HGNC:19926	ENSG00000259090	CDC10P
HGNC:19926	ENSG00000259090	SEPT7P1
HGNC:32339	ENSG00000214765	SEPTIN7P2
HGNC:32339	ENSG00000214765	SEPT7B
HGNC:32339	ENSG00000214765	SEPT13
HGNC:32339	ENSG00000214765	SEPT7P2
HGNC:32339	ENSG00000214765	DKFZp313J1114
HGNC:38038	ENSG00000226102	SEPTIN7P3
HGNC:38038	ENSG00000226102	SEPT7P3
HGNC:38039	ENSG00000240651	SEPTIN7P4
HGNC:38039	ENSG00000240651	SEPT7P4
HGNC:38041	ENSG00000164740	SEPTIN7P5
HGNC:38041	ENSG00000164740	SEPT7P5
HGNC:38042	ENSG00000241007	SEPTIN7P6
HGNC:38042	ENSG00000241007	SEPT7P6
HGNC:38043	ENSG00000229897	SEPTIN7P7
HGNC:38043	ENSG00000229897	SEPT7P7
HGNC:38044	ENSG00000229000	SEPTIN7P8
HGNC:38044	ENSG00000229000	SEPT7P8
HGNC:30810	ENSG00000120555	SEPTIN7P9
HGNC:30810	ENSG00000120555	CDC10L
HGNC:30810	ENSG00000120555	SEPT7L
HGNC:30810	ENSG00000120555	SEPT7P9
HGNC:30810	ENSG00000120555	bA291L22.2
HGNC:55089	ENSG00000248885	SEPTIN7P10
HGNC:55090	ENSG00000255042	SEPTIN7P11
HGNC:55091	ENSG00000275562	SEPTIN7P12
HGNC:55092	ENSG00000185495	SEPTIN7P13
HGNC:44219	ENSG00000245958	SEPTIN7P14
HGNC:55096	ENSG00000275061	SEPTIN7P15
HGNC:16511	ENSG00000164402	SEPTIN8
HGNC:16511	ENSG00000164402	SEPT8
HGNC:16511	ENSG00000164402	KIAA0202
HGNC:16511	ENSG00000164402	SEP2
HGNC:7323	ENSG00000184640	SEPTIN9
HGNC:7323	ENSG00000184640	MSF
HGNC:7323	ENSG00000184640	SEPT9
HGNC:7323	ENSG00000184640	MSF1
HGNC:7323	ENSG00000184640	KIAA0991
HGNC:7323	ENSG00000184640	PNUTL4
HGNC:7323	ENSG00000184640	AF17q25
HGNC:7323	ENSG00000184640	SeptD1
HGNC:52818	ENSG00000263718	SEPTIN9-DT
HGNC:14349	ENSG00000186522	SEPTIN10
HGNC:14349	ENSG00000186522	SEPT10
HGNC:14349	ENSG00000186522	FLJ11619
HGNC:40018	ENSG00000253541	SEPTIN10P1
HGNC:40018	ENSG00000253541	SEPT10P1
HGNC:25589	ENSG00000138758	SEPTIN11
HGNC:25589	ENSG00000138758	SEPT11
HGNC:25589	ENSG00000138758	FLJ10849
HGNC:26348	ENSG00000140623	SEPTIN12
HGNC:26348	ENSG00000140623	SEPT12
HGNC:26348	ENSG00000140623	FLJ25410
HGNC:33280	ENSG00000154997	SEPTIN14
HGNC:33280	ENSG00000154997	SEPT14
HGNC:33280	ENSG00000154997	FLJ44060
HGNC:51685	ENSG00000231523	SEPTIN14P1
HGNC:51685	ENSG00000231523	SEPT14P1
HGNC:51686	ENSG00000244528	SEPTIN14P2
HGNC:51686	ENSG00000244528	SEPT14P2
HGNC:51687	ENSG00000226008	SEPTIN14P3
HGNC:51687	ENSG00000226008	SEPT14P3
HGNC:51688	ENSG00000251155	SEPTIN14P4
HGNC:51688	ENSG00000251155	SEPT14P4
HGNC:51689	ENSG00000250765	SEPTIN14P5
HGNC:51689	ENSG00000250765	SEPT14P5
HGNC:51690		SEPTIN14P6
HGNC:51690		SEPT14P6
HGNC:51691		SEPTIN14P7
HGNC:51691		SEPT14P7
HGNC:51692	ENSG00000255464	SEPTIN14P8
HGNC:51692	ENSG00000255464	SEPT14P8
HGNC:51697		SEPTIN14P10
HGNC:51697		SEPT14P10
HGNC:51698		SEPTIN14P11
HGNC:51698		SEPT14P11
HGNC:51699	ENSG00000235748	SEPTIN14P12
HGNC:51699	ENSG00000235748	SEPT14P12
HGNC:51700	ENSG00000224813	SEPTIN14P13
HGNC:51700	ENSG00000224813	SEPT14P13
HGNC:51701		SEPTIN14P14
HGNC:51701		SEPT14P14
HGNC:51702		SEPTIN14P15
HGNC:51702		SEPT14P15
HGNC:51704		SEPTIN14P16
HGNC:51704		SEPT14P16
HGNC:51703	ENSG00000274886	SEPTIN14P17
HGNC:51703	ENSG00000274886	SEPT14P17
HGNC:51705		SEPTIN14P18
HGNC:51705		SEPT14P18
HGNC:51707	ENSG00000281379	SEPTIN14P19
HGNC:51707	ENSG00000281379	SEPT14P19
HGNC:51706		SEPTIN14P20
HGNC:51706		SEPT14P20
HGNC:51712	ENSG00000231512	SEPTIN14P21
HGNC:51712	ENSG00000231512	SEPT14P21
HGNC:51708		SEPTIN14P22
HGNC:51708		SEPT14P22
HGNC:51709		SEPTIN14P23
HGNC:51709		SEPT14P23
HGNC:51710	ENSG00000231299	SEPTIN14P24
HGNC:51710	ENSG00000231299	SEPT14P24
HGNC:21061	ENSG00000122335	SERAC1
HGNC:21061	ENSG00000122335	FLJ14917
HGNC:17860	ENSG00000142864	SERBP1
HGNC:17860	ENSG00000142864	PAI-RBP1
HGNC:17860	ENSG00000142864	DKFZP564M2423
HGNC:17860	ENSG00000142864	CGI-55
HGNC:17860	ENSG00000142864	HABP4L
HGNC:17860	ENSG00000142864	PAIRBP1
HGNC:17860	ENSG00000142864	CHD3IP
HGNC:32247	ENSG00000213740	SERBP1P1
HGNC:32247	ENSG00000213740	SERBP1P
HGNC:23967	ENSG00000225878	SERBP1P2
HGNC:44630	ENSG00000242142	SERBP1P3
HGNC:44631	ENSG00000230275	SERBP1P4
HGNC:44632	ENSG00000249565	SERBP1P5
HGNC:44635	ENSG00000248873	SERBP1P6
HGNC:10754		SERF1
HGNC:10755	ENSG00000172058	SERF1A
HGNC:10755	ENSG00000172058	SERF1
HGNC:10755	ENSG00000172058	H4F5
HGNC:10755	ENSG00000172058	4F5
HGNC:10755	ENSG00000172058	FAM2A
HGNC:10755	ENSG00000172058	SMAM1
HGNC:44061	ENSG00000250813	SERF1AP1
HGNC:10756	ENSG00000205572	SERF1B
HGNC:10756	ENSG00000205572	FAM2B
HGNC:10756	ENSG00000205572	H4F5C
HGNC:10757	ENSG00000140264	SERF2
HGNC:10757	ENSG00000140264	H4F5rel
HGNC:10757	ENSG00000140264	4F5REL
HGNC:10757	ENSG00000140264	FAM2C
HGNC:10757	ENSG00000140264	HsT17089
HGNC:17499	ENSG00000129158	SERGEF
HGNC:17499	ENSG00000129158	DelGEF
HGNC:17499	ENSG00000129158	Gnefr
HGNC:14408	ENSG00000172250	SERHL
HGNC:14408	ENSG00000172250	HS126B42
HGNC:14408	ENSG00000172250	BK126B4.1
HGNC:14408	ENSG00000172250	dJ222E13.1
HGNC:29446	ENSG00000183569	SERHL2
HGNC:13464	ENSG00000111897	SERINC1
HGNC:13464	ENSG00000111897	TDE2
HGNC:13464	ENSG00000111897	TMS-2
HGNC:13464	ENSG00000111897	TDE1L
HGNC:13464	ENSG00000111897	KIAA1253
HGNC:23231	ENSG00000168528	SERINC2
HGNC:23231	ENSG00000168528	TDE2L
HGNC:23231	ENSG00000168528	FKSG84
HGNC:23231	ENSG00000168528	PRO0899
